\ N0=10.79
\ Y=18.03
\ i=54.45
\ q=1.917
\ sigma=42.44
\ tv=187.9
\ This is a dust torus emission obtained from the median parameter values of
\ best-fit CLUMPY models of PG quasars.
\ The wavelength is in the unit micron and the flux density (fnu) is normalised
\ to be integrated as 1.
\ The template is generated by SGJY at Mon May 29 20:35:29 2017 in KIAA-PKU.
|    wavelength|             flux|
|        double|           double|
|              |                 |
|          null|             null|
  50.4315948717  2.8692035908e-14 
  50.8987019352 2.82265267072e-14 
  51.3701354335  2.7764363246e-14 
  51.8459354389 2.73055701811e-14 
  52.3261423949 2.68502290696e-14 
  52.8107971193 2.63983664651e-14 
  53.2999408084 2.59500601313e-14 
  53.7936150398 2.55052816181e-14 
  54.2918617762 2.50641598995e-14 
   54.794723369 2.46266665255e-14 
  55.3022425619 2.41928261527e-14 
  55.8144624945 2.37627658586e-14 
   56.331426706 2.33364552964e-14 
  56.8531791387 2.29139191229e-14 
  57.3797641421 2.24952787254e-14 
  57.9112264764 2.20804544435e-14 
  58.4476113163 2.16683803443e-14 
  58.9889642551  2.1256806968e-14 
  59.5353313081 2.08493417957e-14 
  60.0867589172 2.04460037941e-14 
  60.6432939541 2.00468612436e-14 
  61.2049837248 1.96519255243e-14 
  61.7718759734 1.92612193963e-14 
  62.3440188863 1.88747561365e-14 
  62.9214610961 1.84925964383e-14 
   63.504251686  1.8114751682e-14 
  64.0924401936 1.77411991074e-14 
  64.6860766155 1.73719937182e-14 
  65.2852114113 1.70071829312e-14 
   65.889895508 1.66467800232e-14 
  66.5001803043  1.6290722404e-14 
   67.116117675 1.59391314607e-14 
  67.7377599752 1.55919768467e-14 
  68.3651600451 1.52492699419e-14 
  68.9983712143 1.49110173848e-14 
  69.6374473063  1.4577226762e-14 
  70.2824426431 1.42479341105e-14 
  70.9334120499 1.39231470168e-14 
  71.5904108596  1.3602834186e-14 
  72.2534949179 1.32987654515e-14 
  72.9227205873  1.2999152013e-14 
  73.5981447527 1.27035832397e-14 
  74.2798248256 1.24120913752e-14 
  74.9678187497 1.21246773678e-14 
  75.6621850048 1.18413450109e-14 
  76.3629826128 1.15621199096e-14 
  77.0702711421 1.12869755104e-14 
  77.7841107129 1.10159099166e-14 
   78.504562002 1.07489477851e-14 
  79.2316862487 1.04860824775e-14 
  79.9655452589 1.02272646802e-14 
  80.7062014115 9.97255698351e-15 
  81.4537176628 9.72190817714e-15 
  82.2081575524 9.47533438286e-15 
  82.9695852083 9.23280240882e-15 
  83.7380653527 8.99432553175e-15 
  84.5136633068 8.75989142325e-15 
  85.2964449974 8.52947068481e-15 
  86.0864769615 8.30306805814e-15 
  86.8838263525 8.08067026648e-15 
  87.6885609459 7.86224364381e-15 
  88.5007491447 7.66209435604e-15 
  89.3204599858 7.47156738853e-15 
  90.1477631452 7.28409833969e-15 
  90.9827289446 7.09966492354e-15 
  91.8254283566 6.91824485413e-15 
  92.6759330115 6.73984761485e-15 
  93.5343152029 6.56446467064e-15 
  94.4006478942  6.3920727872e-15 
  95.2750047243 6.22269187965e-15 
  96.1574600143 6.05628211775e-15 
  97.0480887738 5.89284776904e-15 
   97.946966707  5.7323641767e-15 
  98.8541702192 5.57482991822e-15 
  99.7697764236 5.42022081096e-15 
  100.693863148 5.26853400991e-15 
  101.626508939  5.1197424874e-15 
  102.567793074 4.97384292425e-15 
  103.517795563 4.83079596441e-15 
  104.476597156 4.69059544365e-15 
  105.444279353  4.5532242919e-15 
  106.420924406 4.41866354236e-15 
  107.406615333 4.28688332237e-15 
  108.401435918 4.16505639291e-15 
  109.405470721  4.0560505307e-15 
  110.418805085 3.94892593571e-15 
  111.441525147 3.84367739207e-15 
  112.473717836   3.740297076e-15 
  113.515470892 3.63877834911e-15 
  114.566872863 3.53911338761e-15 
  115.628013121 3.44130148025e-15 
  116.698981862 3.34531133184e-15 
   117.77987012 3.25115621913e-15 
  118.870769771 3.15881148532e-15 
  119.971773544   3.068267647e-15 
  121.082975023 2.97952091082e-15 
  122.204468663 2.89255325835e-15 
  123.336349791 2.80735330952e-15 
  124.478714619  2.7239153743e-15 
  125.631660247 2.64220863167e-15 
  126.795284679 2.56223806042e-15 
  127.969686822 2.48397331369e-15 
  129.154966501 2.40741178356e-15 
  130.351224468 2.33253379199e-15 
  131.558562405 2.25931989805e-15 
  132.777082936 2.18934126213e-15 
  134.006889636 2.13000275117e-15 
  135.248087042 2.07174463525e-15 
  136.500780655 2.01456217269e-15 
  137.765076955 1.95845050325e-15 
  139.041083409 1.90340441106e-15 
  140.328908479 1.84941796901e-15 
   141.62866163 1.79648536852e-15 
  142.940453343 1.74459653349e-15 
  144.264395122 1.69374506263e-15 
  145.600599502 1.64392455466e-15 
  146.949180062 1.59513157184e-15 
  148.310251434 1.54735532683e-15 
  149.683929308 1.50058467664e-15 
  151.070330449 1.45481582792e-15 
  152.469572702 1.41003704497e-15 
  153.881775004 1.36624062254e-15 
  155.307057393 1.32341790703e-15 
  156.745541021 1.28156036341e-15 
  158.197348158 1.24065862681e-15 
   159.66260221 1.20069847216e-15 
  161.141427725 1.16167586902e-15 
  162.633950405 1.12357611814e-15 
  164.140297114 1.09024425942e-15 
  165.660595895 1.05841705886e-15 
  167.194975973 1.02723698103e-15 
  168.743567773 9.96699639859e-16 
  170.306502925 9.66800412203e-16 
  171.883914282 9.37532600416e-16 
  173.475935923 9.08893181667e-16 
  175.082703174  8.8087326528e-16 
  176.704352609 8.53471725103e-16 
  178.341022071 8.26679196289e-16 
  179.992850678 8.00492181838e-16 
  181.659978838 7.74903213583e-16 
  183.342548256 7.49906660761e-16 
  185.040701954 7.25496536983e-16 
  186.754584276 7.01665255539e-16 
  188.484340903 6.78408193275e-16 
  190.230118867 6.55715985346e-16 
  191.992066559 6.33582526821e-16 
  193.770333748 6.12002601836e-16 
  195.565071587  5.9096814951e-16 
   197.37643263 5.70471227506e-16 
  199.204570845  5.5050513818e-16 
  201.049641626 5.31759442428e-16 
  202.911801805 5.14004168075e-16 
  204.791209667 4.97493529208e-16 
  206.688024963 4.83609196278e-16 
  208.602408925 4.69988531188e-16 
  210.534524277 4.56631148674e-16 
   212.48453525 4.43534500077e-16 
  214.452607597 4.30697162887e-16 
  216.438908606 4.18118455486e-16 
  218.443607115 4.05794791968e-16 
  220.466873524 3.93725431443e-16 
  222.508879813 3.81908477234e-16 
  224.569799554 3.70341291772e-16 
  226.649807927 3.59022748906e-16 
  228.749081736 3.47950003619e-16 
  230.867799419 3.37120270165e-16 
   233.00614107 3.26532244579e-16 
  235.164288449 3.16183733827e-16 
  237.342425002 3.06071715079e-16 
  239.540735872 2.96193343318e-16 
  241.759407917 2.86546958951e-16 
  243.998629726  2.7713013186e-16 
  246.258591635 2.67939809579e-16 
  248.539485743 2.58972910007e-16 
  250.841505928 2.50227506831e-16 
  253.164847863 2.41700473496e-16 
  255.509709035 2.33389172434e-16 
  257.876288759 2.25290432637e-16 
  260.264788197 2.17401586903e-16 
  262.675410372 2.09719879121e-16 
  265.108360191  2.0224209383e-16 
  267.563844455 1.94965415649e-16 
  270.042071884 1.87886599481e-16 
  272.543253128 1.81002770674e-16 
  275.067600791 1.74311069394e-16 
  277.615329444 1.67808161636e-16 
  280.186655646 1.61491069024e-16 
  282.781797963  1.5535654646e-16 
  285.400976983 1.49401230307e-16 
   288.04441534 1.43622453359e-16 
  290.712337727 1.38016585258e-16 
  293.404970922 1.32580603174e-16 
  296.122543799 1.27311469458e-16 
  298.865287355 1.22205842698e-16 
  301.633434726 1.17260425935e-16 
  304.427221206 1.12745154935e-16 
  307.246884271 1.09510548889e-16 
  310.092663593 1.06340022396e-16 
  312.964801067 1.03232945699e-16 
  315.863540827 1.00189370663e-16 
  318.789129268 9.72086304845e-17 
  321.741815068  9.4290058364e-17 
  324.721849207 9.14334172166e-17 
  327.729484992  8.8638003197e-17 
  330.764978074 8.59035347671e-17 
  333.828586473 8.32289376368e-17 
  336.920570598 8.06142266239e-17 
   340.04119327 7.80583570738e-17 
  343.190719746 7.55612845332e-17 
  346.369417737 7.31219198942e-17 
  349.577557436 7.07395667204e-17 
  352.815411538 6.84140842428e-17 
  356.083255263 6.61444352156e-17 
   359.38136638 6.39304121899e-17 
  362.710025233 6.17706963819e-17 
   366.06951476 5.96650766379e-17 
   369.46012052 5.76127527971e-17 
  372.882130718 5.56129469253e-17 
  376.335836229 5.36648773838e-17 
  379.821530619 5.17679922097e-17 
  383.339510177 4.99214912421e-17 
  386.890073933 4.81247854737e-17 
  390.473523689 4.63770636303e-17 
   394.09016404 4.46773032839e-17 
  397.740302406 4.30251006496e-17 
   401.42424905 4.14194407087e-17 
  405.142317111 3.98597011135e-17 
  408.894822629 3.83450483633e-17 
   412.68208457 3.68746711837e-17 
  416.504424855 3.54479101829e-17 
  420.362168384 3.40639355644e-17 
  424.255643072 3.27217730581e-17 
  428.185179865 3.14209040413e-17 
  432.151112779 3.01604876041e-17 
  436.153778921 2.89395735554e-17 
  440.193518521   2.775747472e-17 
  444.270674961 2.66132557245e-17 
  448.385594802 2.55064572175e-17 
  452.538627817 2.44798507632e-17 
  456.730127017  2.3773464262e-17 
  460.960448683 2.30811768923e-17 
  465.229952396 2.24029460533e-17 
  469.539001068 2.17386309756e-17 
  473.887960972 2.10880853338e-17 
  478.277201773 2.04513480244e-17 
   482.70709656 1.98280874993e-17 
  487.178021879 1.92184204486e-17 
  491.690357763 1.86220190286e-17 
  496.244487763 1.80388943528e-17 
  500.840798985 1.74688889819e-17 
  505.479682119 1.69118436248e-17 
  510.161531475  1.6367673079e-17 
  514.886745014 1.58362124967e-17 
  519.655724383 1.53172988821e-17 
   524.46887495 1.48108340672e-17 
  529.326605836 1.43166504259e-17 
  534.229329954 1.38346414551e-17 
  539.177464039 1.33645756269e-17 
  544.171428687 1.29063427339e-17 
  549.211648389 1.24598260859e-17 
  554.298551568 1.20248487956e-17 
  559.432570617 1.16011839655e-17 
   564.61414193 1.11887593588e-17 
  569.843705947 1.07873953097e-17 
  575.121707184 1.03969130786e-17 
  580.448594277 1.00170894725e-17 
  585.824820015 9.64787818574e-18 
  591.250841383 9.28901157194e-18 
  596.727119597 8.94035071426e-18 
  602.254120146 8.60175484364e-18 
   607.83231283 8.27300261928e-18 
  613.462171799 7.95395049379e-18 
  619.144175598 7.64441463392e-18 
  624.878807201 7.34421537388e-18 
  630.666554057 7.05320222047e-18 
   636.50790813 6.77116309398e-18 
  642.403365939 6.49794703815e-18 
  648.353428605 6.23340031834e-18 
  654.358601888 5.97731317015e-18 
  660.419396233 5.72950685393e-18 
  666.536326812  5.4898526401e-18 
  672.709913571 5.26278706899e-18 
   678.94068127 5.10735720038e-18 
  685.229159528 4.95512473403e-18 
  691.575882874 4.80607901967e-18 
  697.981390783 4.66018579113e-18 
   704.44622773 4.51745106815e-18 
  710.970943231 4.37781928399e-18 
  717.556091894 4.24127376864e-18 
  724.202233461 4.10777840373e-18 
   730.90993286 3.97731420395e-18 
  737.679760253 3.84982676022e-18 
   744.51229108 3.72531306266e-18 
  751.408106112 3.60373421457e-18 
    758.3677915 3.48503626991e-18 
  765.391938823 3.36921205132e-18 
   772.48114514  3.2562219675e-18 
  779.636013041 3.14601184089e-18 
  786.857150694 3.03857125272e-18 
  794.145171903 2.93385899101e-18 
  801.500696157 2.83183476987e-18 
  808.924348681 2.73245830343e-18 
  816.416760492  2.6357008822e-18 
  823.978568453  2.5415212942e-18 
  831.610415323 2.44987832743e-18 
  839.312949817 2.36074118867e-18 
  847.086826656 2.27405824717e-18 
  854.932706627  2.1898079708e-18 
  862.851256637 2.10792900465e-18 
  870.843149769 2.02840745703e-18 
  878.909065342 1.95119169718e-18 
  887.049688965 1.87623136776e-18 
    895.2657126 1.80350134797e-18 
  903.557834614 1.73295857361e-18 
  911.926759846 1.66455372918e-18 
  920.373199662 1.59825914711e-18 
  928.897872016 1.53402539614e-18 
  937.501501515 1.47181091699e-18 
  946.184819472 1.41157993858e-18 
  954.948563979 1.35329078587e-18 
  963.793479962 1.29690155228e-18 
  972.720319245 1.24237079428e-18 
  981.729840619 1.18966250927e-18 
    990.8228099 1.13873027588e-18 
         1000.0               0.0 
