# The bandpass is created by SGJY at KIAA-PKU on 2018-05-05 14:56:04.098818.
# The bandpass is for Herschel/SPIRE 500 micron of extended source. 
# The wavelength is in the units micron.
# Wavelength  RSR
3.438789e+02 1.718900e-05
3.450656e+02 1.943500e-05
3.462604e+02 2.409000e-05
3.473428e+02 3.878200e-05
3.485535e+02 5.104900e-05
3.497726e+02 6.530100e-05
3.510004e+02 1.000500e-04
3.521127e+02 1.567600e-04
3.533569e+02 2.113000e-04
3.546099e+02 2.360600e-04
3.558719e+02 2.904300e-04
3.571429e+02 3.641800e-04
3.582945e+02 3.536800e-04
3.595829e+02 2.992900e-04
3.608806e+02 3.203900e-04
3.621876e+02 3.716000e-04
3.635042e+02 4.275200e-04
3.646973e+02 5.000500e-04
3.660322e+02 4.693000e-04
3.673769e+02 4.692200e-04
3.687316e+02 4.705500e-04
3.699593e+02 5.297200e-04
3.713331e+02 5.196000e-04
3.727171e+02 5.736000e-04
3.741115e+02 6.207200e-04
3.755163e+02 7.587200e-04
3.767898e+02 1.056800e-03
3.782148e+02 1.239400e-03
3.796507e+02 1.507800e-03
3.810976e+02 1.755300e-03
3.825555e+02 2.316300e-03
3.838772e+02 2.856200e-03
3.853564e+02 3.523700e-03
3.868472e+02 4.513100e-03
3.883495e+02 5.743500e-03
3.897116e+02 7.259700e-03
3.912363e+02 9.563400e-03
3.927730e+02 1.294700e-02
3.943218e+02 1.716900e-02
3.958828e+02 2.235500e-02
3.972984e+02 2.893200e-02
3.988831e+02 3.777700e-02
4.004806e+02 4.849000e-02
4.020909e+02 6.201100e-02
4.037142e+02 8.054800e-02
4.051864e+02 1.028100e-01
4.068348e+02 1.318100e-01
4.084967e+02 1.740000e-01
4.101723e+02 2.257800e-01
4.116920e+02 2.856200e-01
4.133940e+02 3.361200e-01
4.151100e+02 3.796500e-01
4.168404e+02 4.204100e-01
4.185852e+02 4.366300e-01
4.201681e+02 4.492800e-01
4.219409e+02 4.649600e-01
4.237288e+02 4.822500e-01
4.255319e+02 4.951700e-01
4.271679e+02 5.109000e-01
4.290004e+02 5.220400e-01
4.308488e+02 5.373500e-01
4.327131e+02 5.402200e-01
4.345937e+02 5.503300e-01
4.363002e+02 5.397800e-01
4.382121e+02 5.420500e-01
4.401409e+02 5.547700e-01
4.420867e+02 5.692800e-01
4.440497e+02 5.754800e-01
4.458315e+02 5.732800e-01
4.478280e+02 5.788100e-01
4.498426e+02 5.540400e-01
4.518753e+02 5.499100e-01
4.537205e+02 5.511700e-01
4.557885e+02 5.477900e-01
