# The relative spectral response is converted to energy/photon.
# micron energy/photon
6.354690	0.845109
6.362480	0.805607
6.370300	0.764533
6.378130	0.718185
6.385990	0.671946
6.393860	0.626851
6.401760	0.588839
6.409670	0.538778
6.417600	0.483091
6.425560	0.431436
6.433530	0.370559
6.441520	0.309083
6.449530	0.244765
6.457560	0.190759
6.465610	0.142237
6.473690	0.100417
6.481780	0.068398
6.489890	0.043523
6.498020	0.024630
6.506180	0.012964
6.514350	0.006188
6.522540	0.002803
6.530760	0.000946
6.539000	0.000462
6.547250	0.000341
6.555530	0.000228
6.563830	0.000221
6.572150	0.000198
6.580490	0.000046
6.588850	0.000092
6.597230	0.000206
6.605630	0.000245
6.614060	0.000391
6.622510	0.000499
