      5.01800     0.043957646
      5.07700     0.049466691
      5.13600     0.059055315
      5.19600     0.077852818
      5.25700      0.10359771
      5.31800     0.098031889
      5.38000     0.083311203
      5.44300     0.081300265
      5.50700     0.089710250
      5.57100      0.11106998
      5.63600      0.15480021
      5.70200      0.19836604
      5.76900      0.17879291
      5.83600      0.16348305
      5.90400      0.17888897
      5.97300      0.22864067
      6.04300      0.34189002
      6.11400      0.61475305
      6.18500       1.1819558
      6.25700       1.2032911
      6.33100      0.68203062
      6.40400      0.44338353
      6.47900      0.36680454
      6.55500      0.36026497
      6.63200      0.38266034
      6.70900      0.39988816
      6.78700      0.39788990
      6.86700      0.39465484
      6.94700      0.40859551
      7.02800      0.44655619
      7.11000      0.51087452
      7.19300      0.60468828
      7.27700      0.73561797
      7.36200      0.92457212
      7.44900       1.2207610
      7.53600       1.6467115
      7.62400       1.9112908
      7.71300       1.8648053
      7.80300       1.8546625
      7.89400       1.6992551
      7.98600       1.3271218
      8.07900       1.0067246
      8.17400      0.82380011
      8.26900      0.74912192
      8.36600      0.74027684
      8.46400      0.80953580
      8.56300      0.97379066
      8.66300      0.92404762
      8.76400      0.65928150
      8.86600      0.47798716
      8.97000      0.38016559
      9.07500      0.32469729
      9.18100      0.29089028
      9.28800      0.26921169
      9.39700      0.25512968
      9.50600      0.24608555
      9.61700      0.24086653
      9.73000      0.23872000
      9.84400      0.23922202
      9.95900      0.24223257
      10.0750      0.24795407
      10.1930      0.25681234
      10.3120      0.26979534
      10.4320      0.28877231
      10.5540      0.31831348
      10.6770      0.36616791
      10.8020      0.42851548
      10.9280      0.55738074
      11.0560      0.87526731
      11.1850       2.1035856
      11.3160       2.2907463
      11.4480       1.5341962
      11.5820       1.0187322
      11.7170      0.88474735
      11.8540      0.96260302
      11.9930       1.0636716
      12.1330      0.99862639
      12.2750      0.95807010
      12.4180       1.0996547
      12.5630       1.3568259
      12.7100       1.2933916
      12.8580      0.98127472
      13.0090      0.78102049
      13.1610      0.70838229
      13.3140      0.73059276
      13.4700      0.77433326
      13.6270      0.70143287
      13.7870      0.61125592
      13.9480      0.57489634
      14.1110      0.59602916
      14.2760      0.58303601
      14.4420      0.53162056
      14.6110      0.51331710
      14.7820      0.50865953
      14.9540      0.50974633
      15.1290      0.51394334
      15.3060      0.52079372
      15.4850      0.53042898
      15.6660      0.54511074
      15.8490      0.57092152
      16.0340      0.59485718
      16.2210      0.65280757
      16.4110      0.89079877
      16.6030      0.79272284
      16.7970      0.79167413
      16.9930      0.83179897
      17.1910      0.82954880
      17.3920      0.83126053
      17.5960      0.70762300
      17.8010      0.67625234
      18.0090      0.63149824
      18.2200      0.59513515
      18.4320      0.57986000
      18.6480      0.57885726
      18.8660      0.60832929
      19.0860      0.57948096
      19.3090      0.55140215
      19.5350      0.54064023
      19.7630      0.53492026
      19.9940      0.53058557
      20.2280      0.52724026
      20.4640      0.52425366
      20.7030      0.52219907
      20.9450      0.52031203
      21.1900      0.51856105
      21.4370      0.51738026
      21.6880      0.51635681
      21.9410      0.51563117
      22.1970      0.51531008
      22.4570      0.51486681
      22.7190      0.51489381
      22.9850      0.51509097
      23.2530      0.51603314
      23.5250      0.51668112
      23.8000      0.51797738
      24.0780      0.51935933
      24.3590      0.52114386
      24.6440      0.52336472
      24.9320      0.52571602
      25.2230      0.52846745
      25.5180      0.53133253
      25.8160      0.53450117
      26.1180      0.53813780
      26.4230      0.54233481
      26.7320      0.54668313
      27.0440      0.55102610
      27.3600      0.55562307
      27.6800      0.56131659
      28.0030      0.56686096
      28.3300      0.57259139
      28.6610      0.57872925
      28.9960      0.58534608
      29.3350      0.59281922
      29.6780      0.60008377
      30.0240      0.60802110
      30.3750      0.61584254
      30.7300      0.62423328
      31.0890      0.63315062
      31.4520      0.64282446
      31.8200      0.65254357
      32.1920      0.66258475
      32.5680      0.67256766
      32.9480      0.68354159
      33.3330      0.69428358
      33.7230      0.70542986
      34.1170      0.71737361
      34.5160      0.72951915
      34.9190      0.74260664
      35.3270      0.75572259
      35.7400      0.76888238
      36.1570      0.78332512
      36.5800      0.79790625
      37.0070      0.81229740
      37.4400      0.82805763
      37.8770      0.84364251
      38.3200      0.86060063
      38.7670      0.87761625
      39.2200      0.89492341
      39.6790      0.91305222
      40.1420      0.93178307
      40.6110      0.95162353
      41.0860      0.97228628
      41.5660      0.99410689
      42.0510       1.0168838
      42.5430       1.0415107
      43.0400       1.0668836
      43.5430       1.0938862
      44.0520       1.1220553
      44.5660       1.1521470
      45.0870       1.1836345
      45.6140       1.2164759
      46.1470       1.2519240
      46.6860       1.2892858
      47.2320       1.3291069
      47.7830       1.3721671
      48.3420       1.4174234
      48.9070       1.4658747
      49.4780       1.5180975
