#   wa_calc,   carbon,     silicate,     factor
     0.091   2.8112-143   2.3039-294   2.8112-143
    21.941   9.5193E-23   1.3558E-23   1.0875E-22
    22.197   9.2952E-23   1.3450E-23   1.0640E-22
    22.457   9.0734E-23   1.3306E-23   1.0404E-22
    22.719   8.8658E-23   1.3180E-23   1.0184E-22
    22.985   8.6651E-23   1.3088E-23   9.9739E-23
    23.253   8.4820E-23   1.3027E-23   9.7847E-23
    23.525   8.2974E-23   1.2960E-23   9.5933E-23
    23.800   8.1271E-23   1.2879E-23   9.4150E-23
    24.078   7.9617E-23   1.2813E-23   9.2430E-23
    24.359   7.8058E-23   1.2748E-23   9.0807E-23
    24.644   7.6588E-23   1.2680E-23   8.9267E-23
    24.932   7.5165E-23   1.2613E-23   8.7778E-23
    25.223   7.3825E-23   1.2545E-23   8.6370E-23
    25.518   7.2519E-23   1.2479E-23   8.4998E-23
    25.816   7.1277E-23   1.2416E-23   8.3694E-23
    26.118   7.0112E-23   1.2356E-23   8.2468E-23
    26.423   6.9037E-23   1.2299E-23   8.1337E-23
    26.732   6.7991E-23   1.2245E-23   8.0236E-23
    27.044   6.6959E-23   1.2194E-23   7.9153E-23
    27.360   6.5967E-23   1.2145E-23   7.8112E-23
    27.680   6.5111E-23   1.2100E-23   7.7211E-23
    28.003   6.4246E-23   1.2058E-23   7.6303E-23
    28.330   6.3406E-23   1.2018E-23   7.5424E-23
    28.661   6.2614E-23   1.1981E-23   7.4595E-23
    28.996   6.1875E-23   1.1946E-23   7.3821E-23
    29.335   6.1225E-23   1.1914E-23   7.3139E-23
    29.678   6.0551E-23   1.1884E-23   7.2435E-23
    30.024   5.9946E-23   1.1855E-23   7.1801E-23
    30.375   5.9322E-23   1.1824E-23   7.1146E-23
    30.730   5.8749E-23   1.1795E-23   7.0544E-23
    31.089   5.8220E-23   1.1770E-23   6.9990E-23
    31.452   5.7753E-23   1.1748E-23   6.9501E-23
    31.820   5.7278E-23   1.1728E-23   6.9007E-23
    32.192   5.6823E-23   1.1712E-23   6.8535E-23
    32.568   5.6355E-23   1.1698E-23   6.8053E-23
    32.948   5.5961E-23   1.1688E-23   6.7649E-23
    33.333   5.5535E-23   1.1680E-23   6.7215E-23
    33.723   5.5129E-23   1.1680E-23   6.6809E-23
    34.117   5.4775E-23   1.1687E-23   6.6462E-23
    34.516   5.4422E-23   1.1696E-23   6.6118E-23
    34.919   5.4127E-23   1.1708E-23   6.5835E-23
    35.327   5.3818E-23   1.1723E-23   6.5541E-23
    35.740   5.3497E-23   1.1742E-23   6.5239E-23
    36.157   5.3252E-23   1.1763E-23   6.5015E-23
    36.580   5.2996E-23   1.1788E-23   6.4785E-23
    37.007   5.2714E-23   1.1817E-23   6.4531E-23
    37.440   5.2501E-23   1.1850E-23   6.4351E-23
    37.877   5.2262E-23   1.1878E-23   6.4140E-23
    38.320   5.2087E-23   1.1904E-23   6.3992E-23
    38.767   5.1899E-23   1.1933E-23   6.3832E-23
    39.220   5.1707E-23   1.1966E-23   6.3673E-23
    39.679   5.1541E-23   1.2001E-23   6.3542E-23
    40.142   5.1392E-23   1.2040E-23   6.3432E-23
    40.611   5.1281E-23   1.2082E-23   6.3363E-23
    41.086   5.1190E-23   1.2130E-23   6.3320E-23
    41.566   5.1137E-23   1.2182E-23   6.3319E-23
    42.051   5.1109E-23   1.2238E-23   6.3348E-23
    42.543   5.1143E-23   1.2301E-23   6.3443E-23
    43.040   5.1186E-23   1.2369E-23   6.3555E-23
    43.543   5.1276E-23   1.2445E-23   6.3721E-23
    44.052   5.1388E-23   1.2528E-23   6.3917E-23
    44.566   5.1556E-23   1.2619E-23   6.4175E-23
    45.087   5.1748E-23   1.2719E-23   6.4467E-23
    45.614   5.1962E-23   1.2829E-23   6.4791E-23
    46.147   5.2248E-23   1.2950E-23   6.5198E-23
    46.686   5.2572E-23   1.3081E-23   6.5654E-23
    47.232   5.2950E-23   1.3225E-23   6.6175E-23
    47.783   5.3412E-23   1.3381E-23   6.6794E-23
    48.342   5.3905E-23   1.3551E-23   6.7457E-23
    48.907   5.4467E-23   1.3736E-23   6.8203E-23
    49.478   5.5113E-23   1.3935E-23   6.9049E-23
    50.056   5.5815E-23   1.4151E-23   6.9967E-23
    50.641   5.6642E-23   1.4386E-23   7.1027E-23
    51.233   5.7513E-23   1.4639E-23   7.2152E-23
    51.831   5.8484E-23   1.4911E-23   7.3395E-23
    52.437   5.9488E-23   1.5202E-23   7.4690E-23
    53.050   6.0610E-23   1.5514E-23   7.6124E-23
    53.669   6.1836E-23   1.5851E-23   7.7686E-23
    54.297   6.3097E-23   1.6212E-23   7.9308E-23
    54.931   6.4441E-23   1.6600E-23   8.1041E-23
    55.573   6.5889E-23   1.7013E-23   8.2902E-23
    56.222   6.7402E-23   1.7454E-23   8.4856E-23
    56.879   6.9005E-23   1.7920E-23   8.6925E-23
    57.544   7.0698E-23   1.8415E-23   8.9113E-23
    58.216   7.2472E-23   1.8939E-23   9.1411E-23
    58.896   7.4362E-23   1.9493E-23   9.3854E-23
    59.584   7.6345E-23   2.0078E-23   9.6423E-23
    60.281   7.8384E-23   2.0696E-23   9.9080E-23
    60.985   8.0517E-23   2.1347E-23   1.0186E-22
    61.698   8.2687E-23   2.2032E-23   1.0472E-22
    62.418   8.4933E-23   2.2756E-23   1.0769E-22
    63.148   8.7242E-23   2.3517E-23   1.1076E-22
    63.886   8.9678E-23   2.4311E-23   1.1399E-22
    64.632   9.2116E-23   2.5132E-23   1.1725E-22
    65.387   9.4602E-23   2.5989E-23   1.2059E-22
    66.151   9.7208E-23   2.6885E-23   1.2409E-22
    66.924   9.9799E-23   2.7819E-23   1.2762E-22
    67.706   1.0242E-22   2.8791E-23   1.3121E-22
    68.497   1.0507E-22   2.9799E-23   1.3487E-22
    69.298   1.0775E-22   3.0836E-23   1.3858E-22
    70.107   1.1046E-22   3.1900E-23   1.4236E-22
    70.927   1.1317E-22   3.3012E-23   1.4618E-22
    71.755   1.1589E-22   3.4143E-23   1.5004E-22
    72.594   1.1864E-22   3.5304E-23   1.5395E-22
    73.442   1.2138E-22   3.6497E-23   1.5788E-22
    74.300   1.2412E-22   3.7720E-23   1.6184E-22
    75.168   1.2689E-22   3.8969E-23   1.6586E-22
    76.046   1.2951E-22   4.0238E-23   1.6975E-22
    76.935   1.3212E-22   4.1529E-23   1.7364E-22
    77.834   1.3465E-22   4.2840E-23   1.7749E-22
    78.743   1.3713E-22   4.4171E-23   1.8130E-22
    79.663   1.3955E-22   4.5517E-23   1.8507E-22
    80.594   1.4190E-22   4.6874E-23   1.8878E-22
    81.536   1.4419E-22   4.8240E-23   1.9243E-22
    82.489   1.4639E-22   4.9615E-23   1.9601E-22
    83.452   1.4854E-22   5.0997E-23   1.9953E-22
    84.428   1.5056E-22   5.2383E-23   2.0295E-22
    85.414   1.5261E-22   5.3769E-23   2.0638E-22
    86.412   1.5443E-22   5.5157E-23   2.0959E-22
    87.422   1.5621E-22   5.6537E-23   2.1275E-22
    88.443   1.5782E-22   5.7904E-23   2.1573E-22
    89.477   1.5932E-22   5.9242E-23   2.1856E-22
    90.522   1.6069E-22   6.0561E-23   2.2125E-22
    91.580   1.6195E-22   6.1860E-23   2.2381E-22
    92.650   1.6308E-22   6.3153E-23   2.2623E-22
    93.732   1.6408E-22   6.4424E-23   2.2850E-22
    94.828   1.6495E-22   6.5666E-23   2.3062E-22
    95.936   1.6569E-22   6.6870E-23   2.3256E-22
    97.057   1.6628E-22   6.8032E-23   2.3431E-22
    98.191   1.6677E-22   6.9153E-23   2.3592E-22
    99.338   1.6710E-22   7.0226E-23   2.3732E-22
   100.499   1.6737E-22   7.1251E-23   2.3862E-22
   101.673   1.6744E-22   7.2228E-23   2.3967E-22
   102.861   1.6738E-22   7.3159E-23   2.4054E-22
   104.063   1.6726E-22   7.4043E-23   2.4130E-22
   105.279   1.6695E-22   7.4878E-23   2.4183E-22
   106.509   1.6653E-22   7.5658E-23   2.4219E-22
   107.753   1.6600E-22   7.6382E-23   2.4239E-22
   109.012   1.6537E-22   7.7049E-23   2.4242E-22
   110.286   1.6464E-22   7.7656E-23   2.4229E-22
   111.575   1.6381E-22   7.8203E-23   2.4201E-22
   112.878   1.6289E-22   7.8687E-23   2.4158E-22
   114.197   1.6189E-22   7.9108E-23   2.4100E-22
   115.532   1.6087E-22   7.9462E-23   2.4033E-22
   116.881   1.5978E-22   7.9750E-23   2.3953E-22
   118.247   1.5857E-22   7.9971E-23   2.3854E-22
   119.629   1.5731E-22   8.0111E-23   2.3743E-22
   121.027   1.5600E-22   8.0187E-23   2.3619E-22
   122.441   1.5465E-22   8.0198E-23   2.3485E-22
   123.871   1.5328E-22   8.0144E-23   2.3343E-22
   125.319   1.5188E-22   8.0031E-23   2.3191E-22
   126.783   1.5045E-22   7.9854E-23   2.3030E-22
   128.264   1.4902E-22   7.9615E-23   2.2863E-22
   129.763   1.4752E-22   7.9313E-23   2.2683E-22
   131.279   1.4597E-22   7.8950E-23   2.2492E-22
   132.813   1.4434E-22   7.8529E-23   2.2287E-22
   134.365   1.4260E-22   7.8049E-23   2.2065E-22
   135.935   1.4072E-22   7.7511E-23   2.1823E-22
   137.523   1.3866E-22   7.6918E-23   2.1558E-22
   139.130   1.3634E-22   7.6272E-23   2.1261E-22
   140.756   1.3379E-22   7.5574E-23   2.0936E-22
   142.401   1.3101E-22   7.4826E-23   2.0583E-22
   144.064   1.2803E-22   7.4031E-23   2.0206E-22
   145.748   1.2491E-22   7.3190E-23   1.9810E-22
   147.451   1.2169E-22   7.2307E-23   1.9399E-22
   149.174   1.1839E-22   7.1382E-23   1.8977E-22
   150.917   1.1508E-22   7.0418E-23   1.8550E-22
   152.680   1.1177E-22   6.9418E-23   1.8119E-22
   154.464   1.0849E-22   6.8385E-23   1.7687E-22
   156.269   1.0525E-22   6.7320E-23   1.7257E-22
   158.095   1.0206E-22   6.6225E-23   1.6828E-22
   159.942   9.8944E-23   6.5104E-23   1.6405E-22
   161.811   9.5891E-23   6.3958E-23   1.5985E-22
   163.701   9.2884E-23   6.2791E-23   1.5567E-22
   165.614   8.9941E-23   6.1605E-23   1.5155E-22
   167.549   8.7061E-23   6.0401E-23   1.4746E-22
   169.507   8.4258E-23   5.9182E-23   1.4344E-22
   171.487   8.1503E-23   5.7951E-23   1.3945E-22
   173.491   7.8811E-23   5.6710E-23   1.3552E-22
   175.518   7.6180E-23   5.5460E-23   1.3164E-22
   177.569   7.3610E-23   5.4204E-23   1.2781E-22
   179.644   7.1101E-23   5.2946E-23   1.2405E-22
   181.743   6.8651E-23   5.1684E-23   1.2034E-22
   183.867   6.6272E-23   5.0422E-23   1.1669E-22
   186.015   6.3945E-23   4.9162E-23   1.1311E-22
   188.188   6.1671E-23   4.7905E-23   1.0958E-22
   190.387   5.9455E-23   4.6654E-23   1.0611E-22
   192.612   5.7297E-23   4.5409E-23   1.0271E-22
   194.862   5.5203E-23   4.4172E-23   9.9375E-23
   197.139   5.3158E-23   4.2945E-23   9.6102E-23
   199.443   5.1168E-23   4.1729E-23   9.2897E-23
   201.773   4.9235E-23   4.0526E-23   8.9760E-23
   204.131   4.7356E-23   3.9336E-23   8.6692E-23
   206.516   4.5538E-23   3.8162E-23   8.3700E-23
   208.929   4.3767E-23   3.7002E-23   8.0769E-23
   211.370   4.2049E-23   3.5859E-23   7.7908E-23
   213.840   4.0383E-23   3.4733E-23   7.5117E-23
   216.338   3.8769E-23   3.3625E-23   7.2394E-23
   218.866   3.7207E-23   3.2537E-23   6.9743E-23
   221.423   3.5693E-23   3.1467E-23   6.7160E-23
   224.011   3.4231E-23   3.0418E-23   6.4649E-23
   226.628   3.2815E-23   2.9390E-23   6.2205E-23
   229.276   3.1446E-23   2.8383E-23   5.9828E-23
   231.955   3.0123E-23   2.7397E-23   5.7520E-23
   234.665   2.8849E-23   2.6433E-23   5.5282E-23
   237.407   2.7616E-23   2.5492E-23   5.3108E-23
   240.181   2.6427E-23   2.4572E-23   5.1000E-23
   242.988   2.5281E-23   2.3675E-23   4.8956E-23
   245.827   2.4176E-23   2.2801E-23   4.6977E-23
   248.699   2.3112E-23   2.1949E-23   4.5062E-23
   251.605   2.2088E-23   2.1120E-23   4.3208E-23
   254.545   2.1102E-23   2.0313E-23   4.1415E-23
   257.519   2.0154E-23   1.9528E-23   3.9682E-23
   260.528   1.9242E-23   1.8766E-23   3.8008E-23
   263.572   1.8367E-23   1.8026E-23   3.6393E-23
   266.652   1.7525E-23   1.7308E-23   3.4833E-23
   269.767   1.6717E-23   1.6612E-23   3.3329E-23
   272.919   1.5941E-23   1.5937E-23   3.1879E-23
   276.108   1.5197E-23   1.5285E-23   3.0482E-23
   279.334   1.4483E-23   1.4653E-23   2.9136E-23
   282.598   1.3799E-23   1.4042E-23   2.7841E-23
   285.900   1.3143E-23   1.3452E-23   2.6595E-23
   289.241   1.2515E-23   1.2881E-23   2.5396E-23
   292.620   1.1914E-23   1.2330E-23   2.4244E-23
   296.040   1.1339E-23   1.1798E-23   2.3137E-23
   299.499   1.0788E-23   1.1286E-23   2.2074E-23
   302.998   1.0262E-23   1.0792E-23   2.1054E-23
   306.538   9.7583E-24   1.0316E-23   2.0075E-23
   310.120   9.2771E-24   9.8586E-24   1.9136E-23
   313.744   8.8174E-24   9.4180E-24   1.8235E-23
   317.410   8.3784E-24   8.9945E-24   1.7373E-23
   321.118   7.9592E-24   8.5868E-24   1.6546E-23
   324.870   7.5592E-24   8.1951E-24   1.5754E-23
   328.666   7.1776E-24   7.8189E-24   1.4997E-23
   332.507   6.8136E-24   7.4576E-24   1.4271E-23
   336.392   6.4666E-24   7.1107E-24   1.3577E-23
   340.322   6.1359E-24   6.7779E-24   1.2914E-23
   344.299   5.8207E-24   6.4588E-24   1.2279E-23
   348.322   5.5204E-24   6.1528E-24   1.1673E-23
   352.392   5.2345E-24   5.8598E-24   1.1094E-23
   356.509   4.9623E-24   5.5790E-24   1.0541E-23
   360.675   4.7033E-24   5.3102E-24   1.0014E-23
   364.889   4.4568E-24   5.0527E-24   9.5095E-24
   369.152   4.2224E-24   4.8063E-24   9.0287E-24
   373.466   3.9994E-24   4.5707E-24   8.5701E-24
   377.829   3.7875E-24   4.3457E-24   8.1332E-24
   382.244   3.5861E-24   4.1305E-24   7.7166E-24
   386.710   3.3947E-24   3.9249E-24   7.3196E-24
   391.229   3.2129E-24   3.7285E-24   6.9414E-24
   395.800   3.0403E-24   3.5411E-24   6.5814E-24
   400.425   2.8764E-24   3.3623E-24   6.2387E-24
   405.104   2.7208E-24   3.1918E-24   5.9126E-24
   409.837   2.5732E-24   3.0291E-24   5.6023E-24
   414.626   2.4331E-24   2.8742E-24   5.3073E-24
   419.470   2.3003E-24   2.7264E-24   5.0267E-24
   424.372   2.1743E-24   2.5857E-24   4.7600E-24
   429.330   2.0549E-24   2.4516E-24   4.5064E-24
   434.347   1.9417E-24   2.3239E-24   4.2656E-24
   439.422   1.8344E-24   2.2024E-24   4.0368E-24
   444.556   1.7328E-24   2.0868E-24   3.8196E-24
   449.750   1.6365E-24   1.9769E-24   3.6134E-24
   455.005   1.5453E-24   1.8723E-24   3.4176E-24
   460.322   1.4590E-24   1.7729E-24   3.2319E-24
   465.701   1.3773E-24   1.6784E-24   3.0557E-24
   471.142   1.2999E-24   1.5887E-24   2.8886E-24
   476.647   1.2267E-24   1.5035E-24   2.7302E-24
   482.216   1.1575E-24   1.4225E-24   2.5800E-24
   487.851   1.0920E-24   1.3456E-24   2.4377E-24
   493.551   1.0301E-24   1.2727E-24   2.3028E-24
   499.318   9.7152E-25   1.2035E-24   2.1750E-24
   505.152   9.1616E-25   1.1378E-24   2.0540E-24
   511.054   8.6383E-25   1.0755E-24   1.9394E-24
   517.026   8.1438E-25   1.0165E-24   1.8308E-24
   523.067   7.6765E-25   9.6048E-25   1.7281E-24
   529.179   7.2351E-25   9.0742E-25   1.6309E-24
   535.362   6.8182E-25   8.5714E-25   1.5390E-24
   541.617   6.4245E-25   8.0956E-25   1.4520E-24
   547.946   6.0527E-25   7.6444E-25   1.3697E-24
   554.348   5.7018E-25   7.2172E-25   1.2919E-24
   560.825   5.3705E-25   6.8128E-25   1.2183E-24
   567.378   5.0578E-25   6.4299E-25   1.1488E-24
   574.008   4.7628E-25   6.0678E-25   1.0831E-24
   580.715   4.4845E-25   5.7251E-25   1.0210E-24
   587.500   4.2219E-25   5.4009E-25   9.6228E-25
   594.364   3.9742E-25   5.0942E-25   9.0685E-25
   601.309   3.7407E-25   4.8043E-25   8.5450E-25
   608.335   3.5205E-25   4.5302E-25   8.0507E-25
   615.443   3.3128E-25   4.2712E-25   7.5840E-25
   622.634   3.1171E-25   4.0265E-25   7.1436E-25
   629.909   2.9327E-25   3.7951E-25   6.7278E-25
   637.269   2.7588E-25   3.5766E-25   6.3354E-25
   644.716   2.5950E-25   3.3702E-25   5.9653E-25
   652.249   2.4407E-25   3.1753E-25   5.6160E-25
   659.870   2.2953E-25   2.9913E-25   5.2866E-25
   667.580   2.1584E-25   2.8176E-25   4.9760E-25
   675.380   2.0294E-25   2.6536E-25   4.6830E-25
   683.272   1.9080E-25   2.4989E-25   4.4069E-25
   691.255   1.7937E-25   2.3529E-25   4.1465E-25
   699.332   1.6860E-25   2.2151E-25   3.9011E-25
   707.503   1.5847E-25   2.0852E-25   3.6699E-25
   715.770   1.4893E-25   1.9626E-25   3.4520E-25
   724.134   1.3996E-25   1.8471E-25   3.2467E-25
   732.595   1.3151E-25   1.7381E-25   3.0533E-25
   741.155   1.2357E-25   1.6354E-25   2.8711E-25
   749.814   1.1609E-25   1.5386E-25   2.6995E-25
   758.576   1.0906E-25   1.4474E-25   2.5380E-25
   767.439   1.0244E-25   1.3614E-25   2.3858E-25
   776.406   9.6221E-26   1.2804E-25   2.2426E-25
   785.478   9.0370E-26   1.2041E-25   2.1078E-25
   794.656   8.4869E-26   1.1323E-25   1.9810E-25
   803.941   7.9697E-26   1.0646E-25   1.8616E-25
   813.334   7.4834E-26   1.0009E-25   1.7492E-25
   822.838   7.0264E-26   9.4090E-26   1.6435E-25
   832.452   6.5967E-26   8.8442E-26   1.5441E-25
   842.179   6.1929E-26   8.3125E-26   1.4505E-25
   852.019   5.8135E-26   7.8121E-26   1.3626E-25
   861.974   5.4569E-26   7.3412E-26   1.2798E-25
   872.046   5.1219E-26   6.8982E-26   1.2020E-25
   882.235   4.8071E-26   6.4813E-26   1.1288E-25
   892.544   4.5114E-26   6.0891E-26   1.0601E-25
   902.973   4.2337E-26   5.7202E-26   9.9539E-26
   913.523   3.9728E-26   5.3733E-26   9.3461E-26
   924.197   3.7278E-26   5.0470E-26   8.7748E-26
   934.996   3.4976E-26   4.7402E-26   8.2379E-26
   945.921   3.2816E-26   4.4517E-26   7.7333E-26
   956.973   3.0787E-26   4.1805E-26   7.2592E-26
   968.155   2.8882E-26   3.9256E-26   6.8137E-26
   979.467   2.7093E-26   3.6859E-26   6.3952E-26
   990.912   2.5414E-26   3.4607E-26   6.0021E-26
  1002.490   2.3838E-26   3.2490E-26   5.6328E-26
  1014.204   2.2359E-26   3.0501E-26   5.2860E-26
  1026.054   2.0970E-26   2.8632E-26   4.9603E-26
  1038.043   1.9667E-26   2.6877E-26   4.6544E-26
  1050.172   1.8444E-26   2.5227E-26   4.3671E-26
  1062.442   1.7296E-26   2.3677E-26   4.0974E-26
  1074.856   1.6220E-26   2.2222E-26   3.8442E-26
  1087.415   1.5209E-26   2.0855E-26   3.6064E-26
  1100.121   1.4261E-26   1.9571E-26   3.3832E-26
  1112.975   1.3372E-26   1.8365E-26   3.1737E-26
  1125.980   1.2538E-26   1.7233E-26   2.9770E-26
  1139.136   1.1755E-26   1.6169E-26   2.7925E-26
  1152.446   1.1021E-26   1.5171E-26   2.6192E-26
  1165.912   1.0333E-26   1.4234E-26   2.4567E-26
  1179.535   9.6868E-27   1.3354E-26   2.3041E-26
  1193.317   9.0811E-27   1.2528E-26   2.1609E-26
  1207.260   8.5131E-27   1.1753E-26   2.0266E-26
  1221.366   7.9804E-27   1.1025E-26   1.9005E-26
  1235.637   7.4808E-27   1.0341E-26   1.7822E-26
  1250.075   7.0124E-27   9.7001E-27   1.6712E-26
  1264.681   6.5732E-27   9.0983E-27   1.5672E-26
  1279.458   6.1614E-27   8.5336E-27   1.4695E-26
  1294.408   5.7753E-27   8.0038E-27   1.3779E-26
  1309.532   5.4132E-27   7.5067E-27   1.2920E-26
  1324.833   5.0738E-27   7.0402E-27   1.2114E-26
  1340.313   4.7556E-27   6.6027E-27   1.1358E-26
  1355.974   4.4574E-27   6.1921E-27   1.0649E-26
  1371.818   4.1777E-27   5.8070E-27   9.9848E-27
  1387.847   3.9156E-27   5.4458E-27   9.3614E-27
  1404.063   3.6699E-27   5.1069E-27   8.7768E-27
  1420.468   3.4396E-27   4.7891E-27   8.2286E-27
  1437.066   3.2237E-27   4.4909E-27   7.7146E-27
  1453.857   3.0213E-27   4.2113E-27   7.2326E-27
  1470.844   2.8316E-27   3.9490E-27   6.7807E-27
  1488.030   2.6539E-27   3.7031E-27   6.3569E-27
  1505.417   2.4873E-27   3.4724E-27   5.9597E-27
  1523.007   2.3311E-27   3.2562E-27   5.5873E-27
  1540.802   2.1847E-27   3.0534E-27   5.2382E-27
  1558.806   2.0476E-27   2.8632E-27   4.9108E-27
  1577.019   1.9190E-27   2.6849E-27   4.6039E-27
  1595.446   1.7986E-27   2.5176E-27   4.3162E-27
  1614.088   1.6857E-27   2.3608E-27   4.0465E-27
  1632.947   1.5799E-27   2.2137E-27   3.7936E-27
  1652.027   1.4807E-27   2.0758E-27   3.5565E-27
  1671.330   1.3878E-27   1.9465E-27   3.3343E-27
  1690.859   1.3007E-27   1.8253E-27   3.1260E-27
  1710.615   1.2191E-27   1.7116E-27   2.9307E-27
  1730.603   1.1426E-27   1.6050E-27   2.7476E-27
  1750.824   1.0710E-27   1.5050E-27   2.5760E-27
  1771.281   1.0038E-27   1.4113E-27   2.4151E-27
  1791.978   9.4086E-28   1.3234E-27   2.2643E-27
  1812.916   8.8188E-28   1.2410E-27   2.1229E-27
  1834.099   8.2661E-28   1.1638E-27   1.9904E-27
  1855.529   7.7482E-28   1.0913E-27   1.8662E-27
  1877.210   7.2628E-28   1.0234E-27   1.7497E-27
  1899.144   6.8080E-28   9.5975E-28   1.6406E-27
  1921.334   6.3817E-28   9.0005E-28   1.5382E-27
  1943.784   5.9823E-28   8.4407E-28   1.4423E-27
  1966.496   5.6079E-28   7.9159E-28   1.3524E-27
  1989.473   5.2571E-28   7.4238E-28   1.2681E-27
  2012.719   4.9283E-28   6.9624E-28   1.1891E-27
  2036.236   4.6202E-28   6.5297E-28   1.1150E-27
  2060.028   4.3315E-28   6.1241E-28   1.0456E-27
  2084.098   4.0609E-28   5.7438E-28   9.8046E-28
  2108.450   3.8072E-28   5.3872E-28   9.1944E-28
  2133.086   3.5695E-28   5.0528E-28   8.6223E-28
  2158.010   3.3468E-28   4.7393E-28   8.0860E-28
  2183.225   3.1380E-28   4.4453E-28   7.5833E-28
  2208.734   2.9423E-28   4.1696E-28   7.1119E-28
  2234.542   2.7589E-28   3.9112E-28   6.6700E-28
  2260.651   2.5869E-28   3.6688E-28   6.2557E-28
  2287.066   2.4258E-28   3.4415E-28   5.8673E-28
  2313.789   2.2748E-28   3.2284E-28   5.5032E-28
  2340.824   2.1332E-28   3.0286E-28   5.1618E-28
  2368.175   2.0005E-28   2.8412E-28   4.8417E-28
  2395.846   1.8761E-28   2.6654E-28   4.5415E-28
  2423.840   1.7595E-28   2.5006E-28   4.2601E-28
  2452.161   1.6502E-28   2.3461E-28   3.9963E-28
  2480.813   1.5477E-28   2.2011E-28   3.7488E-28
  2509.799   1.4516E-28   2.0652E-28   3.5168E-28
  2539.125   1.3616E-28   1.9377E-28   3.2993E-28
  2568.793   1.2772E-28   1.8181E-28   3.0953E-28
  2598.808   1.1980E-28   1.7060E-28   2.9040E-28
  2629.173   1.1238E-28   1.6008E-28   2.7246E-28
  2659.894   1.0542E-28   1.5022E-28   2.5564E-28
  2690.973   9.8895E-29   1.4097E-28   2.3986E-28
  2722.415   9.2778E-29   1.3229E-28   2.2507E-28
  2754.225   8.7041E-29   1.2415E-28   2.1119E-28
  2786.407   8.1662E-29   1.1651E-28   1.9817E-28
  2818.964   7.6619E-29   1.0935E-28   1.8597E-28
  2851.902   7.1889E-29   1.0263E-28   1.7452E-28
  2885.225   6.7453E-29   9.6324E-29   1.6378E-28
  2918.937   6.3293E-29   9.0410E-29   1.5370E-28
  2953.043   5.9392E-29   8.4862E-29   1.4425E-28
  2987.547   5.5734E-29   7.9657E-29   1.3539E-28
  3022.455   5.2302E-29   7.4774E-29   1.2708E-28
  3057.770   4.9084E-29   7.0193E-29   1.1928E-28
  3093.499   4.6065E-29   6.5894E-29   1.1196E-28
  3129.644   4.3233E-29   6.1860E-29   1.0509E-28
  3166.212   4.0577E-29   5.8076E-29   9.8653E-29
  3203.208   3.8085E-29   5.4524E-29   9.2610E-29
  3240.635   3.5748E-29   5.1192E-29   8.6940E-29
  3278.500   3.3555E-29   4.8065E-29   8.1620E-29
  3316.807   3.1498E-29   4.5130E-29   7.6628E-29
  3355.562   2.9569E-29   4.2376E-29   7.1944E-29
  3394.770   2.7758E-29   3.9791E-29   6.7549E-29
  3434.436   2.6059E-29   3.7365E-29   6.3424E-29
  3474.565   2.4465E-29   3.5089E-29   5.9554E-29
  3515.163   2.2970E-29   3.2952E-29   5.5921E-29
  3556.236   2.1566E-29   3.0946E-29   5.2512E-29
  3597.788   2.0249E-29   2.9064E-29   4.9313E-29
  3639.826   1.9013E-29   2.7296E-29   4.6310E-29
  3682.355   1.7854E-29   2.5638E-29   4.3491E-29
  3725.381   1.6765E-29   2.4080E-29   4.0846E-29
  3768.910   1.5744E-29   2.2618E-29   3.8362E-29
  3812.948   1.4785E-29   2.1246E-29   3.6031E-29
  3857.500   1.3885E-29   1.9958E-29   3.3843E-29
  3902.572   1.3041E-29   1.8748E-29   3.1789E-29
  3948.171   1.2248E-29   1.7612E-29   2.9860E-29
  3994.303   1.1504E-29   1.6546E-29   2.8050E-29
  4040.974   1.0805E-29   1.5545E-29   2.6350E-29
  4088.191   1.0150E-29   1.4604E-29   2.4754E-29
  4135.959   9.5339E-30   1.3721E-29   2.3255E-29
  4184.285   8.9560E-30   1.2892E-29   2.1848E-29
  4233.176   8.4134E-30   1.2114E-29   2.0527E-29
  4282.638   7.9039E-30   1.1383E-29   1.9287E-29
  4332.678   7.4255E-30   1.0696E-29   1.8122E-29
  4383.302   6.9764E-30   1.0051E-29   1.7027E-29
  4434.519   6.5546E-30   9.4454E-30   1.6000E-29
  4486.333   6.1586E-30   8.8765E-30   1.5035E-29
  4538.753   5.7867E-30   8.3421E-30   1.4129E-29
  4591.786   5.4375E-30   7.8402E-30   1.3278E-29
  4645.438   5.1095E-30   7.3687E-30   1.2478E-29
  4699.717   4.8014E-30   6.9258E-30   1.1727E-29
  4754.631   4.5121E-30   6.5097E-30   1.1022E-29
  4810.186   4.2404E-30   6.1188E-30   1.0359E-29
  4866.390   3.9852E-30   5.7516E-30   9.7367E-30
  4923.251   3.7454E-30   5.4066E-30   9.1520E-30
  4980.776   3.5202E-30   5.0824E-30   8.6027E-30
  5038.973   3.3087E-30   4.7779E-30   8.0866E-30
  5097.850   3.1100E-30   4.4917E-30   7.6017E-30
  5157.416   2.9233E-30   4.2228E-30   7.1461E-30
  5217.677   2.7479E-30   3.9702E-30   6.7180E-30
  5278.642   2.5831E-30   3.7327E-30   6.3158E-30
  5340.320   2.4283E-30   3.5096E-30   5.9379E-30
  5402.718   2.2828E-30   3.2999E-30   5.5828E-30
  5465.846   2.1461E-30   3.1029E-30   5.2490E-30
